,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
2715,CANDIDATE,2.304583,3.457,10800.0,10800.0,16.9661,6562.0,1.58,4.18,0.3310733228691245
2719,CANDIDATE,1.755115,2.3819547,7747.1683435,7747.1683435,33.1493745,5889.0,2.4012699,3.71,0.5918252480330443
2720,CANDIDATE,2.5850398,2.39,12980.0,12980.0,14.2221,5770.0,1.2,,0.8046051907243732
2721,CANDIDATE,1.2979921,2.5298876,10855.6558194,10855.6558194,39.1860336,4965.0,2.63993,,1.1700009805922345
2722,CANDIDATE,3.8099858,4.3118658,13073.8770598,13073.8770598,18.6054746,6674.0,1.58842,4.19,-0.5224971238845728
2725,CANDIDATE,7.3105415,3.1,8940.0,8940.0,15.0553,6353.0,1.58,4.14,0.8919717897102167
2726,CANDIDATE,6.0978165,3.402,15220.0,15220.0,14.2859,6255.0,1.11,4.44,0.9646343327657634
2727,CANDIDATE,3.0002084,1.7,8545.0,8545.0,25.2021,5767.0,1.41,4.15,-0.1289185601503097
2731,CANDIDATE,6.481666,3.35,12000.0,12000.0,22.7901,7849.0,1.99,,0.2270421271622783
2732,CANDIDATE,3.1872086,3.4290537,15583.7155253,15583.7155253,21.2058311,6578.0,1.64157,4.14,0.0193473371468435
2733,CANDIDATE,5.2019364,2.994,5830.0,5830.0,9.64178,6111.0,1.27,4.29,0.3795354405393917
2734,CANDIDATE,4.1632657,1.874,16500.0,16500.0,17.3522,5145.0,1.34,4.12,1.104935533100674
2737,CANDIDATE,1.0372587,0.9802399,1097.7645947,1097.7645947,4.6818337,6049.0,1.3164999,4.25,-0.3597109713562521
2738,CANDIDATE,1.1239202,0.824,1100.0,1100.0,8.30438,7786.1,2.06,4.08,-0.4600048861808136
2739,CANDIDATE,3.1940809,3.706,3380.0,3380.0,12.9018,6417.0,2.24,3.85,0.0273120341090873
2740,CANDIDATE,0.9277787,0.997,3020.0,3020.0,13.2413,6123.0,2.42,3.74,0.4017753251339652
2741,CANDIDATE,1.9410635,1.771526,4846.7705905,4846.7705905,11.8231228,6497.2,1.46336,,-0.3200712872441617
2742,CANDIDATE,5.271813,4.104,20390.0,20390.0,10.3325,5947.6,0.73,,1.0565346823301152
2743,CANDIDATE,4.118418,2.232,13140.0,13140.0,17.7065,6374.0,1.5,4.19,0.6994099239230447
2745,CANDIDATE,2.5650361,2.273,9190.0,9190.0,13.0681,5866.0,1.34,4.21,1.0034162802819195
2746,CANDIDATE,2.5402287,2.3204775,8272.7904433,8272.7904433,16.3917196,9339.0,1.5968,4.41,0.0189797357485859
2747,CANDIDATE,5.7694373,3.9249606,4655.9610935,4655.9610935,11.9640451,5499.0,1.5989701,4.01,0.9120060659152456
2748,CANDIDATE,1.9804293,2.802,1830.0,1830.0,10.1264,6381.0,1.29,4.32,-0.4693174549366679
2752,CANDIDATE,4.0875563,4.550493,15662.5623222,15662.5623222,19.9932642,6454.0,1.55158,4.26,0.4275686899116929
2755,CANDIDATE,1.9990323,1.19,12390.0,12390.0,12.7486,5675.0,1.07,4.38,0.797130628959806
2757,CANDIDATE,4.5956692,3.424,11760.0,11760.0,14.2314,6157.0,1.3,,-0.335571812870682
2759,CANDIDATE,2.1083693,2.974,9250.0,9250.0,13.1161,10984.0,1.35,4.64,0.9870580180594652
2760,CANDIDATE,3.007925,3.032,7760.0,7760.0,15.3022,7457.0,1.68,4.14,0.0069714234055114
2761,CANDIDATE,9.8170028,3.341,6510.0,6510.0,12.7271,5994.3,1.49,4.13,-0.0770867629960154
2762,CANDIDATE,8.084554,1.991,6180.0,6180.0,14.1848,5739.0,1.15,4.33,0.350372396277638
2763,CANDIDATE,4.6387689,3.569,11400.0,11400.0,13.0535,5543.7,1.2,4.27,0.8237817303334679
2766,CANDIDATE,9.10326,1.928,14080.0,14080.0,26.9344,5467.0,1.21,4.26,0.8122022862883593
2768,CANDIDATE,4.4168832,3.659,11250.0,11250.0,14.9431,5847.0,1.42,4.16,0.7535085963665932
2769,CANDIDATE,3.5410781,2.062,3020.0,3020.0,4.63661,4652.0,0.82,4.48,-0.205318384088141
2770,CANDIDATE,11.3201226,3.276,31070.0,31070.0,12.7584,4971.0,0.74,4.61,0.5088698658262892
2771,CANDIDATE,4.1584817,3.796,7650.0,7650.0,16.4644,7486.0,1.87,,-0.0269091721338799
2772,CANDIDATE,3.7037478,4.403,4210.0,4210.0,14.1169,6688.0,2.2,3.91,0.4597338122592161
2773,CANDIDATE,3.0827487,3.763,14750.0,14750.0,20.1593,7658.5,1.61,4.28,-0.0219465532574045
2774,CANDIDATE,16.45209,6.461,3320.0,3320.0,8.62362,5573.0,1.85,3.89,0.4760920744816707
2775,CANDIDATE,4.4064273,1.422,5280.0,5280.0,14.7596,6592.0,1.86,4.04,0.4942270767957029
2776,CANDIDATE,8.4843917,4.224,5630.0,5630.0,13.159,5859.7,1.65,4.03,0.7710921965832395
2777,CANDIDATE,5.5280331,5.153,1850.0,1850.0,9.24388,,2.11,,0.408759751700856
2778,CANDIDATE,3.8212977,2.4584304,13607.9927553,13607.9927553,11.6869491,5342.0,0.992137,4.41,-0.0464533131412322
2779,CANDIDATE,9.3236885,2.0,12730.0,12730.0,13.41,5505.0,1.15,4.3,1.0219801508939188
2781,CANDIDATE,4.9056578,3.172,9475.0,9475.0,9.37482,5989.7,1.01,4.47,0.7743393422678466
2783,CANDIDATE,3.7026941,1.884,13130.0,13130.0,20.0,6282.0,1.5,4.17,0.8629312792478818
2784,CANDIDATE,3.2523102,2.711,11410.0,11410.0,9.6972,5396.4,0.9,4.5,1.0390123490131793
2786,CANDIDATE,5.016641,3.203,10347.0,10347.0,17.7733,6616.0,1.83,4.05,0.8201669832506031
2787,CANDIDATE,4.0517972,2.84,6256.0,6256.0,11.2646,6284.0,1.45,4.2,0.5261471315443873
2788,CANDIDATE,2.3874731,2.8056588,14252.9367639,14252.9367639,15.9427336,6566.0,1.27379,4.36,0.114433565496093
2789,CANDIDATE,1.2678043,0.893,8549.0,8549.0,8.74635,5303.0,0.9,4.49,1.043239765093139
2790,CANDIDATE,3.6554335,3.699,9680.0,9680.0,15.7486,6321.0,1.56,4.15,0.1379600549845666
2792,CANDIDATE,6.3854622,3.682,6720.0,6720.0,9.57629,5519.0,1.17,4.29,0.7549177350599132
2793,CANDIDATE,1.5351652,0.9492628,2977.6306495,2977.6306495,6.8350786,4215.0,0.744573,4.59,0.2487918765591753
2795,CANDIDATE,3.0789699,3.709,9695.0,9695.0,15.4449,6153.0,1.64,4.08,0.8251296021270785
2797,CANDIDATE,3.1493729,2.708,18830.0,18830.0,13.6409,5766.0,0.96,4.49,0.9675751439518232
2798,CANDIDATE,3.1315583,3.737,5140.0,5140.0,11.2819,5684.0,1.69,3.99,0.714175246753051
2799,CANDIDATE,2.4188647,2.5,5441.0,5441.0,20.8975,7316.0,2.9,3.73,0.2994596026189873
2800,CANDIDATE,3.2337884,2.102,9188.0,9188.0,15.3732,6065.0,1.64,4.06,0.6732489577470593
2801,CANDIDATE,3.4898546,1.567,14004.0,14004.0,14.1029,6083.0,1.2,4.34,0.7182801290335922
2802,CANDIDATE,3.1988858,3.4044306,12106.5704512,12106.5704512,19.4201044,6133.0,1.7076499,4.04,0.9786031858995448
2803,CANDIDATE,14.2337615,2.5070875,4283.0743607,4283.0743607,6.823525,5692.0,1.03392,4.41,0.6123496594357495
2804,CANDIDATE,4.8893985,2.848,6907.0,6907.0,12.8723,5639.0,1.62,4.02,0.7615958271282568
2806,CANDIDATE,3.2131823,3.325,13772.0,13772.0,13.6367,5688.6,1.3,4.22,1.0388898152137591
2807,CANDIDATE,5.7456862,3.339,9441.0,9441.0,10.8845,5867.3,1.19,4.31,0.99925013110167
2808,CANDIDATE,7.6460931,3.508,3132.0,3132.0,8.25522,6065.0,1.49,4.15,0.1893017169411844
2809,CANDIDATE,2.9708659,3.4295536,11761.9984291,11761.9984291,14.8135617,6122.0,1.30269,4.27,0.4957587492884417
2811,CANDIDATE,3.4945148,2.555,8254.0,8254.0,11.03,5699.0,1.2,4.29,0.0346027951745262
2813,CANDIDATE,8.22388,1.834,16190.0,16190.0,12.4698,5177.0,0.99,4.39,0.8471244191228132
2816,CANDIDATE,3.2403602,3.216,9687.0,9687.0,12.8678,6605.4,1.36,4.31,0.3692426013881844
2817,CANDIDATE,2.5266409,1.502,2690.0,2690.0,18.3972,7233.0,3.6,3.54,0.4137223705773313
2819,CANDIDATE,1.8048106,4.3641932,4555.9682539,4555.9682539,14.8028768,5972.0,2.1619599,3.81,0.719505467027784
2821,CANDIDATE,4.9276886,1.7461195,13381.8682851,13381.8682851,21.6677618,5263.0,1.1462801,4.27,0.6306071955492005
2822,CANDIDATE,5.7208592,3.034,15720.0,15720.0,14.6233,5856.0,1.13,4.36,1.003048678883663
2823,CANDIDATE,0.4941631,0.916,536.0,536.0,3.325,6219.7,1.33,,-0.6571005025464928
2824,CANDIDATE,1.2205315,1.867,3898.0,3898.0,43.2978,8273.0,3.49,3.66,0.3527005384666016
2825,CANDIDATE,4.084447,1.829,20681.0,20681.0,14.1047,5458.0,0.96,4.45,0.623929103480858
2827,CANDIDATE,1.831733,2.006,2188.0,2188.0,12.5113,7308.0,2.7,3.79,0.358949762236977
2828,CANDIDATE,2.959842,2.53,11248.0,11248.0,12.6502,5585.0,1.13,4.33,0.7886145299001763
2829,CANDIDATE,2.1795448,2.523,24110.0,24110.0,21.4131,5840.0,1.42,4.15,1.1162699095469435
2830,CANDIDATE,2.923461,3.379,5092.0,5092.0,15.738,5858.5,2.4,3.7,0.9074110484370276
2831,CANDIDATE,3.2637419,1.977,8150.0,8150.0,13.3617,6016.1,1.42,4.18,0.9638378630695396
2832,CANDIDATE,12.11028,3.335,35060.0,35060.0,34.1747,5808.0,1.29,4.23,1.0417693595001098
2833,CANDIDATE,1.7556768,2.071,12260.0,12260.0,13.529,5670.5,1.19,,1.076568958535144
2834,CANDIDATE,1.5244603,1.665,1648.0,1648.0,14.6878,6714.1,1.85,4.06,-0.0500067933243865
2835,CANDIDATE,3.4796904,3.691,3796.0,3796.0,16.6632,6841.0,2.97,3.66,0.10910334522136
2836,CANDIDATE,4.6017262,1.471,14162.0,14162.0,13.5575,5981.0,1.12,4.38,0.8802698118656893
2837,CANDIDATE,2.277182,1.675,5220.0,5220.0,8.26117,5622.0,1.12,4.34,0.7019831337108471
2838,CANDIDATE,3.3325651,2.146,12600.0,12600.0,24.4764,6229.9,1.5,,0.3838853904187718
2839,CANDIDATE,5.5122277,2.82,10785.0,10785.0,12.2781,5587.5,1.18,4.29,0.9994339318007984
2840,CANDIDATE,4.0898871,2.736,30000.0,30000.0,15.4339,6191.8,1.11,,0.4681886444191364
2842,CANDIDATE,1.7025848,1.848351,7466.6719822,7466.6719822,11.8582247,5504.0,1.27966,4.21,1.2154610201767344
2843,CANDIDATE,3.9497635,1.9011439,8478.1708441,8478.1708441,18.2571108,6373.0,1.44338,4.22,0.7717661324800442
2844,CANDIDATE,9.9908116,3.566,4620.0,4620.0,13.9288,7934.0,2.02,,-0.5266020061651141
2846,CANDIDATE,3.2975093,2.511,13404.0,13404.0,12.8987,5556.0,1.18,4.29,0.8247620007288209
2847,CANDIDATE,0.8746494,1.576,1910.0,1910.0,3.71319,4977.4,0.81,4.54,0.5630910720692576
2849,CANDIDATE,5.4439776,2.9570233,9179.0608475,9179.0608475,16.8830792,5717.0,1.41985,4.14,0.9272002570432176
2850,CANDIDATE,0.7415247,1.196,2342.0,2342.0,13.5277,5921.0,2.73,3.6,-0.1641470274833117
2851,CANDIDATE,1.2126653,1.356,5132.0,5132.0,10.8168,5958.7,1.51,,1.1468420925020186
2853,CANDIDATE,2.1947767,2.1045072,7174.209618,7174.209618,13.7928815,5601.5,1.05234,4.39,0.7857962525135351
2854,CANDIDATE,1.7266138,1.067,12043.0,12043.0,16.1222,5972.0,1.41,4.18,0.8732853852987985
2856,CANDIDATE,2.2390796,2.781,17069.0,17069.0,16.4201,5615.0,1.29,4.21,1.0339271963372851
2857,CANDIDATE,4.4619426,3.232,10390.0,10390.0,13.0569,5854.0,1.36,4.2,0.9583238420956784
2858,CANDIDATE,5.9577768,4.6924078,12419.1287881,12419.1287881,12.4756295,5219.0,1.12249,4.29,1.144942818611022
2861,CANDIDATE,5.9664078,2.816,20351.0,20351.0,12.7661,5418.0,0.89,4.51,0.781691370232995
2863,CANDIDATE,1.7054246,1.021,3781.0,3781.0,14.1638,6304.0,2.24,3.83,-0.1258552151648319
2865,CANDIDATE,3.3462671,3.625,4070.0,4070.0,12.1727,5501.0,1.91,3.86,-0.1502394412492396
2866,CANDIDATE,1.3697115,1.951,3867.0,3867.0,20.6045,7321.3,2.15,3.99,-0.077454364394273
2868,CANDIDATE,4.9777448,2.891,13389.0,13389.0,12.9782,5785.0,1.21,4.29,1.0488150529667102
2869,CANDIDATE,5.0778064,3.6413963,14469.3182017,14469.3182017,14.9343184,5262.0,1.24347,4.2,-0.199559295515442
2871,CANDIDATE,2.4145007,2.272,7472.5714594,7472.5714594,15.7019,6391.0,1.67,4.1,0.9431909178674156
2872,CANDIDATE,10.0755592,1.066,5820.0,5820.0,8.169,4798.6,0.97,4.36,0.2070078509572495
2873,CANDIDATE,3.3411398,3.244,15431.0,15431.0,15.9091,6702.0,1.3,4.36,0.6821326582049466
2875,CANDIDATE,2.5400911,1.668,4260.0,4260.0,5.00683,4245.0,0.77,4.49,0.6739841605435746
2876,CANDIDATE,0.6041576,1.426,4997.0,4997.0,28.9099,6231.0,1.97,3.93,1.1230092685149968
2877,CANDIDATE,4.4236103,4.356,5831.0,5831.0,13.1733,6120.1,1.86,3.96,0.5636424741666435
2878,CANDIDATE,9.9441709,2.698,15252.0,15252.0,22.7702,5252.0,1.37,4.12,0.1223369955586273
2879,CANDIDATE,2.3467263,4.2923576,6652.2691917,6652.2691917,15.2126883,6121.8,1.78044,4.0,0.5662156839544448
2880,CANDIDATE,3.0423931,2.7491505,10703.7246212,10703.7246212,18.1780385,7046.0,1.65768,4.19,0.7435833586136434
2881,CANDIDATE,4.0463709,3.0383534,27706.6329031,27706.6329031,18.1541478,5805.0,1.05486,4.41,1.1944464735763527
2882,CANDIDATE,4.4184429,3.2423132,12333.3914621,12333.3914621,12.8324877,6166.0,1.11999,4.41,0.7675387164000841
2883,CANDIDATE,4.2605739,2.5821706,20069.2666289,20069.2666289,15.3220568,5457.0,1.0759,4.35,1.1441463489147974
2884,CANDIDATE,3.8901335,4.0827715,6927.6783585,6927.6783585,19.0494736,6530.0,2.2370601,3.87,0.4910411980108052
2885,CANDIDATE,1.3944879,1.8149062,12737.547033,12737.547033,18.0998636,5483.9,0.965059,4.45,1.0690943967705766
2887,CANDIDATE,4.3701795,3.7808822,15001.3632154,15001.3632154,15.4523265,6647.1,1.23067,4.4,1.138632327940936
2888,CANDIDATE,4.9107194,4.445,8240.0,8240.0,14.9335,6302.0,1.66,4.09,1.008378899158395
2889,CANDIDATE,7.27299,4.323,13820.0,13820.0,13.3662,5400.0,1.13,4.3,0.2541220968339073
2890,CANDIDATE,3.4813814,2.2906804,5175.9836967,5175.9836967,6.5778157,5389.0,0.910221,4.49,0.6737390929447369
2891,CANDIDATE,2.4802272,3.51,8420.0,8420.0,15.7506,6267.0,1.72,4.06,1.1082439456849906
2892,CANDIDATE,3.0108217,1.723,8840.0,8840.0,18.2459,5983.0,1.89,3.93,1.071361272059831
2893,CANDIDATE,1.5224706,1.3423331,8545.4542713,8545.4542713,7.53174,4654.3,0.8,,1.1505793733843022
2894,CANDIDATE,10.4401778,2.783,14120.0,14120.0,11.2253,4571.1,0.89,4.4,0.5748543168134944
2896,CANDIDATE,2.4713543,2.3649813,8215.1143339,8215.1143339,21.0203111,6351.8,2.0498199,,0.833216832888741
2897,CANDIDATE,10.1182835,2.645,3120.0,3120.0,10.4862,7253.0,1.82,4.13,0.010708704287795
2898,CANDIDATE,4.230596,4.263,3770.0,3770.0,12.1709,6455.1,2.02,3.94,0.3639123811134525
2899,CANDIDATE,1.2222265,1.5952613,7777.4504416,7777.4504416,13.3612412,6629.1,1.47816,4.24,0.7755646802620384
2900,CANDIDATE,1.1202752,2.095,17470.0,17470.0,17.524,5769.7,0.99,4.42,0.2863484860811399
2901,CANDIDATE,4.7378265,1.7442136,3331.699976,3331.699976,20.9386989,6533.0,2.6408801,3.72,-0.0793536382852695
2902,CANDIDATE,3.5411235,3.0771407,8736.2229728,8736.2229728,10.2150358,5151.0,1.09532,4.3,0.6945698388459892
2903,CANDIDATE,1.0788649,1.9801943,32197.0916181,32197.0916181,18.4561494,4920.0,1.31,,0.9938586439272276
2904,CANDIDATE,3.9442027,3.269,13590.0,13590.0,14.6517,6518.1,1.22,4.39,1.065234582088874
2905,CANDIDATE,,6.092,8780.0,8780.0,13.5121,6523.0,1.39,4.28,0.0841677170395664
2907,CANDIDATE,4.8404431,2.6166045,27037.3771224,27037.3771224,17.700332,5925.1,1.04742,4.43,0.9282417943382812
2908,CANDIDATE,13.3988634,4.3926223,6620.0882527,6620.0882527,12.8019377,6475.0,1.46637,4.23,0.0490617835059843
2910,CANDIDATE,5.6619072,2.149,4350.0,4350.0,10.5138,6294.0,1.37,,-0.3374098198619691
2911,CANDIDATE,2.9594651,3.84,2460.0,2460.0,17.5182,6633.2,2.35,3.84,0.5181824345821435
2913,CANDIDATE,3.3526843,3.9579058,11429.0738935,11429.0738935,11.1102207,6245.0,1.0157599,4.51,-0.1596745438045128
2914,CANDIDATE,2.2091186,3.2100502,11835.254258,11835.254258,20.0456418,6876.0,1.79471,4.1,1.0804287732168465
2915,CANDIDATE,5.5609997,4.204,9170.0,9170.0,15.2954,5863.0,1.58,4.07,-0.041368160465338
2916,CANDIDATE,4.3847594,4.7104727,8783.8532254,8783.8532254,17.2316994,6806.6,1.75577,4.12,0.3592560967355253
2917,CANDIDATE,3.4471559,3.7435577,9497.7556385,9497.7556385,16.6194574,6083.0,1.67828,4.05,0.9455803269560886
2918,CANDIDATE,5.4820954,4.4375744,8403.0676421,8403.0676421,13.3111519,5719.0,1.28194,4.23,0.8797796766680128
2920,CANDIDATE,2.0449545,2.763,36060.0,36060.0,18.9624,5086.8,0.97,,0.941291643976418
2922,CANDIDATE,3.9010509,4.2743803,3017.5555289,3017.5555289,15.3760904,6257.0,2.7449501,3.65,0.5174472317856293
2923,CANDIDATE,1.6883103,2.674,7400.0,7400.0,7.5805,4830.0,0.9,4.42,0.9695969516422388
2925,CANDIDATE,1.5503072,2.3242495,4601.821312,4601.821312,15.625642,7747.0,1.98568,4.1,0.6173735452119343
2926,CANDIDATE,2.3753009,1.502194,9683.8865565,9683.8865565,14.7510708,6087.0,1.43317,4.18,1.0063570914679796
2927,CANDIDATE,1.8751894,2.798,9200.0,9200.0,14.0349,5410.0,1.5,4.06,1.0314765203489027
2928,CANDIDATE,9.4546478,10.2947735,1354.9261507,1354.9261507,12.7656513,5001.6,3.2739301,,-0.6841804722181217
2929,CANDIDATE,12.4844641,2.827,17130.0,17130.0,8.49489,3815.0,0.63,4.63,0.8716311790066398
2930,CANDIDATE,2.9157041,3.375,12630.0,12630.0,13.8344,6400.6,1.2,4.39,0.8079748702083992
2932,CANDIDATE,2.5312823,4.428,1320.0,1320.0,11.7709,6170.0,2.98,3.56,0.2043733742697377
2934,CANDIDATE,4.4236732,1.4711492,10682.1531772,10682.1531772,12.6262986,6096.0,1.06163,4.44,-0.0052819565364029
2936,CANDIDATE,3.4177514,3.415,10160.0,10160.0,15.3577,5868.0,1.52,4.1,0.6035272258775716
2937,CANDIDATE,2.7509863,1.998979,10686.8965192,10686.8965192,12.6685799,5317.0,1.0711401,4.34,0.5430567958642288
2938,CANDIDATE,25.8944827,2.136,27610.0,27610.0,17.6301,4375.0,0.74,4.53,0.7884919961007564
2939,CANDIDATE,0.6843601,0.762,720.0,720.0,6.83269,6779.0,2.17,3.93,-0.5370786460154496
2940,CANDIDATE,2.0042661,3.2004171,8701.8905063,8701.8905063,17.4679856,7284.0,1.8149,4.14,0.5833091489734146
2941,CANDIDATE,6.5718534,2.4724722,8510.3680527,8510.3680527,17.2374292,4773.0,1.89337,,0.6314036652454252
2942,CANDIDATE,3.1479532,3.3502554,10550.5908783,10550.5908783,17.745577,7298.0,1.63943,4.23,0.1284024186298746
2943,CANDIDATE,3.5414573,2.83,5930.0,5930.0,7.74182,5244.0,0.99,4.4,0.9424557150709004
2944,CANDIDATE,2.3907751,4.1827898,10809.3425575,10809.3425575,21.8606641,5382.0,2.0989001,3.76,1.173003058678004
2945,CANDIDATE,2.1803154,2.6629308,8016.0263872,8016.0263872,18.3770154,7166.0,1.9933,4.04,0.8712635776083831
2946,CANDIDATE,10.3380912,3.972,6750.0,6750.0,14.0125,6650.0,1.7,4.12,-0.6287951948806731
2948,CANDIDATE,0.9183768,1.009,6480.0,6480.0,7.7093,5176.0,0.9,4.47,1.1682242405006569
2949,CANDIDATE,3.6238662,2.723108,11798.1114337,11798.1114337,16.4563404,6717.3,1.39527,4.3,0.9689842826451434
2950,CANDIDATE,4.1689145,2.1905198,7081.4201521,7081.4201521,7.3156426,5119.0,0.874119,4.49,0.6598927736103742
2951,CANDIDATE,2.9508097,2.1699793,8878.2030994,8878.2030994,19.4435142,5823.8,1.70744,3.99,0.6052426990694398
2952,CANDIDATE,5.3868381,3.225,18740.0,18740.0,15.8461,5915.0,1.13,4.37,0.981421463286185
2953,CANDIDATE,1.3312309,1.396,7150.0,7150.0,12.5661,5247.2,0.66,,0.8232915951357914
2954,CANDIDATE,2.3365744,2.53,4580.0,4580.0,9.51324,6545.0,1.41,4.27,1.0000466007978936
2955,CANDIDATE,5.6089886,2.7514799,7494.8820162,7494.8820162,8.1185589,5353.3,0.927391,4.47,0.8934421953032462
2957,CANDIDATE,1.4005308,2.1755276,21518.3969126,21518.3969126,15.9952422,5765.0,1.06059,4.4,1.1689594432971722
2959,CANDIDATE,10.3918699,1.167,4800.0,4800.0,13.0244,6683.0,1.69,4.13,0.2763619814284807
2960,CANDIDATE,6.1080224,4.68,7840.0,7840.0,12.8902,6204.0,1.48,4.17,0.7834681103245716
2961,CANDIDATE,4.9386676,3.2881257,4880.2549784,4880.2549784,21.2842391,5646.0,3.0218699,3.48,1.057943821023435
2963,CANDIDATE,2.1040634,1.38,3200.0,3200.0,14.9729,5973.3,1.54,4.1,0.4775624800747001
2964,CANDIDATE,4.8163162,3.5830779,15809.0676843,15809.0676843,14.751756,5290.0,1.1743,4.26,1.123744471311511
2965,CANDIDATE,3.0923729,3.061,7200.0,7200.0,15.1739,6510.2,1.76,4.07,-0.1419684097884476
2966,CANDIDATE,4.120004,1.9086349,13334.2651359,13334.2651359,10.4236143,5497.6,0.902842,4.51,0.9626737919750574
2969,CANDIDATE,3.1833919,2.017,9850.0,9850.0,13.8362,6405.0,1.39,4.27,0.0091157648953456
2970,CANDIDATE,0.7729066,1.109,2850.0,2850.0,6.51984,6125.0,1.19,4.35,0.7487297781892471
2971,CANDIDATE,3.2551315,2.3440735,14394.4055364,14394.4055364,17.8868067,6433.0,1.3329901,4.3,0.9841172068734062
2975,CANDIDATE,17.6229161,2.976,8430.0,8430.0,11.2819,5973.8,1.21,4.31,0.1436578766575562
2976,CANDIDATE,2.6797436,2.0292672,9857.9233831,9857.9233831,12.2250402,5573.0,1.07552,4.37,0.7413777502240987
2978,CANDIDATE,0.5045539,1.0056629,18806.2299248,18806.2299248,18.3768141,5227.0,1.0,,1.188013449106848
2979,CANDIDATE,1.6667559,2.35,1730.0,1730.0,5.73913,7189.4,1.4,4.35,0.0986267053710244
2980,CANDIDATE,5.8677921,3.400512,14083.5242428,14083.5242428,12.8354727,5565.6,1.04333,4.39,0.8428357361431437
2981,CANDIDATE,1.4658218,1.294,8700.0,8700.0,12.9122,5586.0,1.36,4.17,0.6071419729604364
2982,CANDIDATE,2.5492773,2.301,3970.0,3970.0,13.2377,6862.4,2.07,3.98,0.3871325361033789
2983,CANDIDATE,3.2905683,2.7899266,18079.622642,18079.622642,14.6087971,5689.0,1.06203,4.39,0.9549541626116524
2984,CANDIDATE,3.8960447,2.15,13340.0,13340.0,12.1478,5295.0,1.02,4.38,0.7114795031658298
2985,CANDIDATE,2.9859012,1.205,4150.0,4150.0,14.0883,6709.5,1.94,4.02,0.2170556225096192
2988,CANDIDATE,3.6346303,2.728,25220.0,25220.0,13.6402,5058.0,0.85,4.51,0.9078399167349948
2991,CANDIDATE,2.9594596,0.706,2140.0,2140.0,7.75397,5560.0,1.19,4.28,-0.0941189611152758
2992,CANDIDATE,3.8850001,2.8815405,18102.202403,18102.202403,12.1627174,5382.2,0.89315,4.51,0.5539010371128221
2993,CANDIDATE,3.7178656,3.2262534,11274.5959098,11274.5959098,13.6754452,6268.0,1.23586,4.34,1.153213850071813
2994,CANDIDATE,4.9513106,4.1704262,8623.7001528,8623.7001528,14.0040077,5914.0,1.43625,4.16,0.5728325091230779
2995,CANDIDATE,4.8709815,4.437,12380.0,12380.0,21.2108,5908.0,1.87,3.92,0.5105853390181574
2996,CANDIDATE,1.0358225,1.191,6610.0,6610.0,10.1292,6180.0,1.14,4.4,1.172022788282651
2997,CANDIDATE,4.8504819,4.9957058,6852.3350469,6852.3350469,17.4413086,6313.0,2.05899,3.9,0.9699645530404964
2998,CANDIDATE,3.2371501,3.3511315,10146.6837063,10146.6837063,13.8548638,5800.1,1.35302,4.19,1.0169562651177342
3001,CANDIDATE,5.4290781,3.1018506,7391.6084773,7391.6084773,24.5471729,6403.0,1.86967,4.01,-0.0046692875393064
3002,CANDIDATE,2.5972551,2.7403458,9907.4814267,9907.4814267,23.7348191,7054.0,2.1075301,3.98,0.9023871626608428
3003,CANDIDATE,3.1235179,2.7145235,15459.8027576,15459.8027576,13.2914966,5376.0,1.04447,4.37,0.4743766012898035
3004,CANDIDATE,0.6848358,0.88,1430.0,1430.0,4.49427,6385.1,1.1,4.47,-0.0676516604407422
3007,CANDIDATE,4.9807125,3.333,26850.0,26850.0,17.2544,5545.7,1.04,4.39,0.6878304798779373
3009,CANDIDATE,2.9150294,2.819,13530.0,13530.0,12.8379,5385.0,1.08,4.33,0.4952686140907653
3011,CANDIDATE,3.2493152,1.849,9260.0,9260.0,10.3587,5371.2,1.04,4.37,1.026330100773299
3012,CANDIDATE,24.0819851,4.032,7830.0,7830.0,9.42632,5952.0,1.05,4.43,0.6737390929447369
3013,CANDIDATE,0.4399856,0.603,6830.0,6830.0,18.9074,4423.0,1.1,4.19,1.0995440459262316
3014,CANDIDATE,1.3460633,1.829,15780.0,15780.0,14.2662,5788.7,1.09,4.38,0.6338543412338077
3016,CANDIDATE,0.8275646,1.056,3670.0,3670.0,8.41789,6203.3,1.32,,0.7253258225001924
3017,CANDIDATE,3.0193545,1.345,2360.0,2360.0,14.357,6341.0,1.42,4.23,0.8160008340703524
3019,CANDIDATE,3.6217624,2.963,6140.0,6140.0,10.1723,5788.0,1.28,4.24,0.9838721392745684
3020,CANDIDATE,4.1124956,1.9071145,5537.3250771,5537.3250771,12.4396125,6145.0,1.64364,4.07,0.937064227896458
3021,CANDIDATE,3.6566206,2.557,21730.0,21730.0,13.587,4489.2,0.91,4.37,0.6652229938851062
3022,CANDIDATE,0.896271,0.996,12490.0,12490.0,13.8677,5726.0,1.22,4.27,0.8773902675793398
3025,CANDIDATE,11.0783748,2.673,9060.0,9060.0,10.2336,5623.0,1.06,4.39,0.4069217447095689
3026,CANDIDATE,15.9544918,3.742,12480.0,12480.0,9.88117,4798.0,0.82,4.51,1.0700746671659296
3027,CANDIDATE,1.2220437,1.871,20110.0,20110.0,14.8723,5196.0,1.0,4.38,1.0456291741818124
