,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness
2426,CANDIDATE,3.2969977,3.856,8860.0,8860.0,17.145,7108.0,1.83,4.11,0.7835293772242821
2427,CANDIDATE,3.990533,3.4539056,3306.4050915,3306.4050915,16.0765989,5868.2,2.76442,,-0.5247027322741176
2428,CANDIDATE,5.6320791,4.728,3600.0,3600.0,11.8957,6409.0,2.0,3.95,0.772011200078883
2429,CANDIDATE,2.8317721,2.607,12860.0,12860.0,17.0328,6084.0,1.48,4.15,0.9283643281377
2430,CANDIDATE,2.3720554,3.366,4350.0,4350.0,7.05055,4668.0,1.11,4.22,1.153213850071813
2431,CANDIDATE,1.8118703,1.368,5510.0,5510.0,18.0792,6222.0,2.25,3.81,0.2866548205796881
2432,CANDIDATE,5.21228,3.863,8950.0,8950.0,19.3512,8532.0,2.06,4.14,0.9106581941216348
2433,CANDIDATE,2.7723915,1.8223369,5882.0194354,5882.0194354,6.3703129,4558.0,0.775641,4.52,1.097215903737268
2434,CANDIDATE,1.8200065,2.059,15750.0,15750.0,11.7988,4994.0,0.91,4.43,0.3833952552210953
2435,CANDIDATE,2.1738256,2.081,2730.0,2730.0,17.3093,7588.0,3.28,3.65,0.0387076774550675
2436,CANDIDATE,3.3898234,1.587,1840.0,1840.0,14.9878,6096.0,3.13,3.5,-0.1014097221807137
2437,CANDIDATE,0.9787891,1.754,6770.0,6770.0,17.8038,6959.0,2.09,3.98,0.7756872140614572
2438,CANDIDATE,10.7012764,4.428,25250.0,25250.0,19.1102,5853.2,1.17,,0.6295043913544287
2441,CANDIDATE,3.0271374,3.7,22110.0,22110.0,22.466,6678.0,1.49,4.24,0.93259174421766
2442,CANDIDATE,2.2310803,3.3193427,12565.1881618,12565.1881618,16.1961401,5905.0,1.42673,4.16,1.203759042332207
2443,CANDIDATE,5.2848691,4.7725494,27277.0990883,27277.0990883,21.377066,6113.0,1.2729501,4.29,1.129932428182177
2444,CANDIDATE,3.8600722,1.93,16960.0,16960.0,10.5393,5096.5,0.77,4.59,0.8010517105412179
2445,CANDIDATE,6.8380862,2.445,34050.0,34050.0,17.4994,5912.0,0.96,4.51,0.1296277566240652
2446,CANDIDATE,3.0001627,2.892,10600.0,10600.0,15.0659,6695.0,1.45,4.27,0.4918376677070299
2447,CANDIDATE,2.0519085,1.778,10320.0,10320.0,14.7471,6386.3,1.42,,0.0968499652794467
2448,CANDIDATE,4.6606892,2.863,6370.0,6370.0,21.5363,8608.0,2.6,3.94,0.5074607271329692
2449,CANDIDATE,2.8977031,4.148,10130.0,10130.0,17.057,6397.0,1.67,4.1,0.6692053423662285
2450,CANDIDATE,4.319754,2.78,10910.0,10910.0,13.1542,5783.0,1.25,4.26,0.4471128309190452
2451,CANDIDATE,5.3305676,2.887,5820.0,5820.0,15.5434,6076.0,2.01,3.89,0.8071784005121745
2452,CANDIDATE,3.2782956,3.38,8280.0,8280.0,12.1111,5544.0,1.32,4.19,0.6857474052878114
2453,CANDIDATE,3.2420704,2.535,10600.0,10600.0,12.4447,5570.7,1.21,4.26,1.08569772659187
2454,CANDIDATE,4.36907,1.308,3970.0,3970.0,5.94716,4391.0,0.9,4.36,0.2696838893601371
2455,CANDIDATE,3.2806578,2.93,9820.0,9820.0,11.5452,5717.0,1.18,4.3,0.3198002133225642
2456,CANDIDATE,4.3636327,2.407,10410.0,10410.0,9.0556,5042.0,0.87,4.48,0.5306196152231862
2458,CANDIDATE,2.2458338,1.462,10280.0,10280.0,8.19934,4377.0,0.76,4.51,1.0327018583430934
2459,CANDIDATE,6.3096313,2.761,4370.0,4370.0,6.46255,5829.0,0.96,4.5,0.6198242212003168
2461,CANDIDATE,3.4470312,2.677,15240.0,15240.0,11.2549,5629.0,0.9,4.53,0.8250070683276586
2462,CANDIDATE,0.247325,0.913937,2174.148068,2174.148068,10.7717369,6316.0,1.74395,3.75,0.1170680421836037
2463,CANDIDATE,11.4520097,3.017,1500.0,1500.0,9.64471,6193.0,1.52,4.15,0.3422851655159754
2465,CANDIDATE,12.8770845,1.9419484,7385.1208646,7385.1208646,10.8337698,5953.0,1.10769,4.39,0.2954772541378648
2466,CANDIDATE,5.6155837,4.495,2690.0,2690.0,7.87868,5998.0,1.51,4.13,0.119763785770825
2467,CANDIDATE,3.3133491,3.881,8900.0,8900.0,14.7466,6690.0,1.56,4.21,0.6560942258283812
2468,CANDIDATE,3.7462806,2.078,6670.0,6670.0,17.5312,5737.0,1.12,,0.4273236223128552
2469,CANDIDATE,2.7674682,2.997,5740.0,5740.0,11.0509,5890.0,1.41,4.17,0.7609218912314509
2470,CANDIDATE,1.8641295,1.42,4130.0,4130.0,6.95296,5293.0,1.02,4.38,0.2083557227508602
2471,CANDIDATE,4.132031,1.354,4220.0,4220.0,3.73783,5657.6,0.53,,0.7812625019350279
2472,CANDIDATE,10.0550764,3.3888241,13107.7141418,13107.7141418,20.5931944,5960.0,1.31971,4.23,1.1600757428392847
2473,CANDIDATE,4.1394473,2.94,4070.0,4070.0,12.776,6014.9,1.96,,-0.3092883128952778
2474,CANDIDATE,3.146714,2.106,7360.0,7360.0,12.1786,5197.0,1.37,4.11,1.0390736159128888
2475,CANDIDATE,4.2955192,2.874,20630.0,20630.0,13.6703,5875.0,0.95,4.51,0.4831990348479803
2476,CANDIDATE,2.9075077,2.92,10020.0,10020.0,12.0308,5709.0,1.18,4.3,0.8264162070209786
2477,CANDIDATE,20.5020769,7.382,17680.0,17680.0,11.7145,4511.0,0.78,4.51,1.152539914175008
2478,CANDIDATE,7.0327412,3.044,17290.0,17290.0,11.4154,5021.0,0.83,4.52,0.6911388924622538
2479,CANDIDATE,1.5265889,1.688,23630.0,23630.0,12.3611,4887.0,0.77,4.57,0.7311461779726008
2480,CANDIDATE,3.2464257,2.082,8430.0,8430.0,12.7086,5729.0,1.35,4.19,1.1994090924528271
2481,CANDIDATE,0.4191451,0.9767422,1898.2608647,1898.2608647,6.1769613,5430.0,1.39542,4.4,0.6893008854709668
2482,CANDIDATE,4.4781603,1.5774426,4339.8345448,4339.8345448,9.2972393,6074.0,1.20333,4.33,0.739172141834555
2483,CANDIDATE,3.8348994,3.138,4600.0,4600.0,10.5061,5849.3,1.56,4.08,0.8859676335386789
2484,CANDIDATE,9.3108074,5.27,2860.0,2860.0,10.1812,6243.0,1.89,3.97,-0.2740598455622758
2485,CANDIDATE,2.9478339,2.205,5030.0,5030.0,18.9265,6296.0,1.35,4.27,0.0964210969814796
2486,CANDIDATE,3.502221,2.911,13290.0,13290.0,14.1347,5983.0,1.21,4.31,0.5126071467085728
2487,CANDIDATE,0.8102219,0.737,820.0,820.0,7.01523,6329.0,2.03,3.92,-0.3377774212602268
2488,CANDIDATE,2.7022764,2.856,11200.0,11200.0,15.3559,5969.0,1.43,4.17,0.6820713913052372
2489,CANDIDATE,2.0325685,1.312,18260.0,18260.0,11.846,4950.0,0.85,4.49,0.8345647046823517
2490,CANDIDATE,2.7176413,3.285,12100.0,12100.0,17.2275,6567.0,1.52,4.21,0.8922168573090544
2491,CANDIDATE,1.4338615,1.61,31360.0,31360.0,12.3818,3913.0,0.67,4.59,1.061007166008914
2492,CANDIDATE,1.4259934,1.434,4670.0,4670.0,12.6369,5955.0,1.75,3.99,0.8185740438581548
2495,CANDIDATE,9.0653768,2.062,8550.0,8550.0,9.03928,5302.0,0.95,,0.732984184963888
2496,CANDIDATE,4.2545208,4.3764889,9168.7791674,9168.7791674,13.8532978,5674.0,1.43536,4.13,1.114370635655947
2497,CANDIDATE,2.589659,3.385,7430.0,7430.0,14.9823,6650.0,1.75,4.1,0.982524267480958
2498,CANDIDATE,2.5658729,2.425,10050.0,10050.0,14.4803,5003.0,1.39,,-0.0507419961209017
2499,CANDIDATE,3.4379994,3.855,8370.0,8370.0,13.3167,6193.0,1.44,4.2,1.061987436404267
2500,CANDIDATE,5.9493696,3.678,10370.0,10370.0,11.8844,5590.0,1.15,4.31,0.4955136816896041
2501,CANDIDATE,3.9349141,4.189,7660.0,7660.0,14.3155,6200.0,1.61,4.1,0.8919717897102167
2502,CANDIDATE,3.0537856,1.731,12440.0,12440.0,17.9453,6103.0,1.46,4.17,0.4151927761703608
2503,CANDIDATE,2.9264345,3.182,7890.0,7890.0,6.98436,5121.0,0.8,4.57,1.1181079165382308
2504,CANDIDATE,4.2794669,2.4641339,17011.2798568,17011.2798568,9.0099926,4314.0,0.703041,4.57,0.8000101732461555
2505,CANDIDATE,6.6926834,5.96,3180.0,3180.0,9.62132,5918.0,1.75,3.98,0.6703081465610004
2506,CANDIDATE,5.451593,3.628,3490.0,3490.0,11.1974,5773.0,1.87,3.91,0.6235002351828909
2507,CANDIDATE,1.5570251,1.431,4220.0,4220.0,10.9349,5590.0,1.5,4.08,0.8241493317317256
2508,CANDIDATE,8.6187455,1.692,3430.0,3430.0,15.6647,7400.0,2.37,3.92,-0.6091897869736115
2509,CANDIDATE,3.4930546,2.985,7980.0,7980.0,13.1021,5986.0,1.42,4.17,0.2763007145287702
2510,CANDIDATE,2.025289,2.257,18480.0,18480.0,12.3405,5297.4,0.86,4.52,0.8723051149034455
2512,CANDIDATE,3.8784358,2.677,9620.0,9620.0,11.8812,5636.0,1.14,4.32,0.9439261206639298
2513,CANDIDATE,7.4832824,3.802,12910.0,12910.0,12.264,5306.0,1.06,4.35,0.183481361468776
2515,CANDIDATE,1.3828196,1.336,10030.0,10030.0,15.7062,6362.0,1.45,4.22,0.90281603095881
2517,CANDIDATE,1.3677581,1.363,5840.0,5840.0,11.144,5355.0,1.37,,0.5581897200924916
2518,CANDIDATE,5.2330803,4.617,6900.0,6900.0,12.7241,6375.0,1.49,4.2,0.1905270549353762
2519,CANDIDATE,4.0668012,2.373,10210.0,10210.0,10.2315,5789.0,0.98,4.47,1.1524786472752988
2520,CANDIDATE,2.9519989,3.518,8270.0,8270.0,15.6964,6136.0,1.73,4.03,0.8026446499336674
2523,CANDIDATE,2.625748,3.529,4650.0,4650.0,12.4597,6693.0,1.89,4.04,0.5412187888729417
2525,CANDIDATE,1.0571733,1.235,2140.0,2140.0,12.0066,6307.0,2.53,3.72,-0.0008707397573134
2527,CANDIDATE,2.8090597,3.24,6430.0,6430.0,12.0828,5852.0,1.52,4.1,0.8533123759934792
2528,CANDIDATE,1.0664194,2.106,14350.0,14350.0,14.3422,5897.0,1.18,4.33,0.9706997558370104
2529,CANDIDATE,4.1794516,3.921,4480.0,4480.0,13.3164,6151.0,1.96,3.92,0.5279851385356744
2530,CANDIDATE,10.1923252,6.168,1730.0,1730.0,5.40312,5767.0,1.28,4.23,0.3345042692528599
2531,CANDIDATE,5.0648278,4.321,9920.0,9920.0,13.6307,6411.0,1.34,4.29,0.0664615830235012
2532,CANDIDATE,3.7852328,3.5398298,1338.8791278,1338.8791278,4.7864833,6150.0,1.1289999,4.4,-0.0289309798242953
2533,CANDIDATE,1.0815202,1.317,9050.0,9050.0,17.3782,6260.0,1.78,4.02,0.5609467305794222
2535,CANDIDATE,1.9242952,3.075,12690.0,12690.0,16.9815,6324.3,1.48,4.19,0.8037474541284392
2536,CANDIDATE,2.265394,3.478,4540.0,4540.0,12.6882,5568.0,1.86,3.89,0.6054877666682775
2537,CANDIDATE,1.2436504,1.215,7630.0,7630.0,11.1385,6070.0,1.18,4.35,1.0780393641281734
2538,CANDIDATE,1.4893582,1.286,8600.0,8600.0,12.5424,6208.0,1.11,4.42,0.576753590704491
2539,CANDIDATE,17.9160113,1.889,9906.0,9906.0,18.2667,6090.2,1.57,4.11,-1.2339283633120737
2540,CANDIDATE,11.968028,3.925,9480.0,9480.0,32.6917,6701.0,1.57,,-0.3940204351936094
2541,CANDIDATE,8.6369598,4.91,13620.0,13620.0,13.0862,6040.0,1.04,4.45,0.7384369390380398
2542,CANDIDATE,5.9709305,3.145,11800.0,11800.0,12.3371,5748.0,1.09,4.38,0.174230059612631
2544,CANDIDATE,3.2229781,3.793,9310.0,9310.0,14.58,5488.0,1.29,4.2,-0.3878324783229434
2545,CANDIDATE,2.1917701,3.145,11650.0,11650.0,20.1864,7222.0,1.84,4.12,1.0067246928662372
2546,CANDIDATE,4.8692603,2.538,5510.0,5510.0,6.32448,4323.0,0.7,4.58,0.2557150362263556
2548,CANDIDATE,2.6156239,2.101,2340.0,2340.0,4.05281,7002.0,0.83,,-0.0469434483389087
2549,CANDIDATE,2.0272642,0.977,4320.0,4320.0,13.445,6505.5,1.81,,-0.1281833573537955
2551,CANDIDATE,2.2358979,1.588,610.0,610.0,3.28794,4793.8,0.9,4.42,-0.5648938184835939
2552,CANDIDATE,4.311529,2.699,9820.0,9820.0,15.9679,6777.0,1.57,4.29,-0.349601932904173
2553,CANDIDATE,13.8198702,5.041,328.0,328.0,3.09224,5598.0,1.96,3.85,-0.7892532052200303
2555,CANDIDATE,8.8176457,3.076,645.0,645.0,2.36114,6365.0,1.02,4.54516,-1.7029264805888138
2556,CANDIDATE,46.3810093,6.1350191,1108.3541952,1108.3541952,5.7534556,6307.9,1.69625,4.07,-0.3719643512981653
2557,CANDIDATE,15.6600896,4.785,400.0,400.0,2.14305,6257.0,1.13,4.42,-0.4554711356023063
2558,CANDIDATE,2.9122454,3.269,1210.0,1210.0,5.08343,5466.0,1.46,3.94,0.3462062470973873
2561,CANDIDATE,15.8118347,4.449,601.0,601.0,2.24252,5746.7,1.01,4.43,-1.189938729320603
2563,CANDIDATE,16.7375044,1.319,2570.0,2570.0,16.0108,6549.0,2.97,3.62,-0.5379976495110932
2564,CANDIDATE,10.5634342,1.011,11150.0,11150.0,12.1545,4688.0,0.99,4.33,-0.3723932195961324
2566,CANDIDATE,9.7433732,3.747,1566.0,1566.0,,8582.0,,4.09,-0.8043861294482942
2568,CANDIDATE,5.3928876,3.8463963,7447.1137923,7447.1137923,12.0135136,5970.0,1.3179801,4.24,-0.4393579409786894
2569,CANDIDATE,8.4562659,4.338,8430.0,8430.0,17.3093,6144.0,1.3,,-0.5269083406636623
2570,CANDIDATE,7.2611991,3.389,3980.0,3980.0,15.4357,6702.0,1.82,4.07,0.7745844098666843
2572,CANDIDATE,2.3506831,2.743,1940.0,1940.0,6.39563,6589.0,1.47,4.24,0.2763007145287702
2573,CANDIDATE,3.5071842,3.3833003,3155.9223023,3155.9223023,11.2416379,7462.0,1.85807,,-0.0126339845015502
2574,CANDIDATE,6.534605,2.957,6530.0,6530.0,12.2512,5826.0,1.41,4.16,0.8118959517898111
2575,CANDIDATE,2.6543295,3.275,18470.0,18470.0,23.745,7517.0,1.71,4.21,0.9386571672889074
2577,CANDIDATE,4.7260751,4.275,6910.0,6910.0,14.7931,7311.0,1.55,4.27,1.1380196589438407
2579,CANDIDATE,2.6101478,4.3645203,2843.8872049,2843.8872049,15.9448335,5320.0,2.6926401,4.21,0.3032581504009803
2582,CANDIDATE,2.0086823,1.903,1150.0,1150.0,7.75485,8516.0,2.19,,0.1177419780804096
2584,CANDIDATE,4.4575332,5.319,2900.0,2900.0,12.6057,6289.3,2.16,4.25,-0.0056495579346594
2585,CANDIDATE,9.7325799,1.6549887,11099.2665877,11099.2665877,14.8778005,6300.4,1.3728499,4.26,0.7849997828173115
2586,CANDIDATE,1.8592079,2.212,3150.0,3150.0,16.4056,7257.0,2.82,3.75,0.3987119801484874
2588,CANDIDATE,0.8855539,1.034,1900.0,1900.0,5.05228,6446.0,1.13,4.45,0.5593537911869739
2592,CANDIDATE,5.4033373,1.421,14900.0,14900.0,18.9875,4977.7,1.49,,1.0611296998083328
2593,CANDIDATE,4.7131119,5.5285456,10492.6573132,10492.6573132,19.7629326,6785.0,1.88091,4.05,1.190157790596682
2594,CANDIDATE,5.2059716,2.803,9210.0,9210.0,11.1254,6210.0,1.13,4.41,1.2612273942597816
2595,CANDIDATE,7.8373997,3.273,2880.0,2880.0,7.62042,6715.0,1.43,4.28,0.3498209941802521
2596,CANDIDATE,6.4700007,5.6018512,14835.6486181,14835.6486181,22.0947602,6819.0,1.7676899,4.11,0.6007089484909316
2597,CANDIDATE,3.6250244,2.209,11380.0,11380.0,6.80665,3811.0,0.63,4.63,1.073076745251699
2598,CANDIDATE,6.2088405,2.7236562,2992.8361072,2992.8361072,3.5693526,4655.8,0.661528,4.67,0.3863973333068636
2599,CANDIDATE,3.8036198,4.141,17890.0,17890.0,22.1057,6464.0,1.61,4.14,0.6752094985377664
2600,CANDIDATE,3.6689529,2.866,14780.0,14780.0,13.2074,5642.0,1.06,4.38,1.0819604457095864
2601,CANDIDATE,11.2205176,3.7193393,10721.0265817,10721.0265817,17.0919218,6764.0,1.60322,4.19,0.3220058217121079
2602,CANDIDATE,2.5087868,2.529,15750.0,15750.0,12.9918,6255.0,1.01,4.52,0.72275261271239
2603,CANDIDATE,6.1458884,2.808,12900.0,12900.0,18.4029,7231.0,1.6,4.24,0.8908077186157344
2604,CANDIDATE,2.623354,2.845,8790.0,8790.0,16.3338,6437.0,1.69,4.1,0.7606768236326132
2605,CANDIDATE,1.3847905,2.657,4150.0,4150.0,11.9783,5596.0,1.82,,0.9135377384079844
2607,CANDIDATE,7.7605254,3.639,2060.0,2060.0,4.92551,6070.0,1.09,4.42,0.113024426802773
2608,CANDIDATE,1.81383,1.113,13170.0,13170.0,11.581,4775.0,0.94,4.38,1.082205513308424
2609,CANDIDATE,3.1405783,1.574,8570.0,8570.0,11.93,5636.0,1.26,4.24,0.6946923726454081
2610,CANDIDATE,4.7114264,1.502,5410.0,5410.0,15.6522,8238.0,1.47,4.41,0.6275438505637227
2611,CANDIDATE,9.7355768,5.954,2590.0,2590.0,9.29033,5033.0,1.81,,0.2479341399632412
2612,CANDIDATE,3.5714448,2.356,4090.0,4090.0,18.4074,5942.0,2.56,3.66,0.430509501097753
2613,CANDIDATE,2.3626917,2.938,7280.0,7280.0,14.4588,8360.0,1.62,4.33,0.650457671055101
2614,CANDIDATE,2.7194615,2.481,18840.0,18840.0,12.4906,5454.0,0.89,4.52,1.170062247491944
2617,CANDIDATE,2.8389301,2.45,6210.0,6210.0,16.9204,7132.0,2.14,3.98,1.0943363594509183
2620,CANDIDATE,0.765415,1.389,2740.0,2740.0,8.47671,6034.0,1.51,4.13,0.9038575682538724
2621,CANDIDATE,6.1786733,4.289,16990.0,16990.0,18.581,5806.0,1.4,4.16,0.7427256220177093
2622,CANDIDATE,2.9526508,2.503,9320.0,9320.0,17.072,5812.0,1.73,3.98,0.7183413959333016
2623,CANDIDATE,13.9311096,3.508,6720.0,6720.0,14.0219,6445.0,1.69,4.1,0.5425053937668418
2624,CANDIDATE,1.7563116,1.8543683,3476.9463159,3476.9463159,8.3651129,5885.0,1.20235,4.31,0.5193465056766259
2625,CANDIDATE,5.0949767,4.57,4150.0,4150.0,15.7588,6565.0,2.25,4.18,0.1941418020182398
2626,CANDIDATE,3.919695,4.027,12270.0,12270.0,19.0078,6438.0,1.73,4.08,0.9589977779924832
2627,CANDIDATE,2.7765784,2.076,5710.0,5710.0,6.07883,4348.2,0.78,4.48,0.7233652817094864
2628,CANDIDATE,3.1510024,0.612,4700.0,4700.0,12.7872,5927.9,1.5,4.12,0.4270785547140164
2631,CANDIDATE,4.9873145,2.3425677,16931.1672966,16931.1672966,12.4458895,6199.0,0.87414,4.63,0.9232179085620964
2632,CANDIDATE,1.6660179,1.445,2090.0,2090.0,10.257,5993.3,2.01,3.9,0.2415623823934457
2633,CANDIDATE,5.9349921,1.423,9840.0,9840.0,13.8526,5320.0,1.13,4.29,1.125031076205412
2634,CANDIDATE,6.0672187,3.0803438,7468.3938627,7468.3938627,9.4901642,6149.0,1.0793999,4.44,0.2195062984980016
2635,CANDIDATE,4.2594558,3.391,7500.0,7500.0,10.33,5763.8,1.18,4.31,1.0108295751467775
2636,CANDIDATE,1.0078907,2.755,1790.0,1790.0,14.2534,6808.0,3.52,3.51,0.0662777823243729
2637,CANDIDATE,2.7188122,2.182,12150.0,12150.0,16.9807,6531.0,1.48,4.23,0.2452996632757294
2638,CANDIDATE,2.9866836,2.681,14000.0,14000.0,15.0254,4790.0,1.24,4.14,0.7764224168579714
2639,CANDIDATE,3.6562554,3.853,4970.0,4970.0,10.421,5994.0,1.51,4.12,0.399079581546744
2640,CANDIDATE,3.8249546,3.874,7630.0,7630.0,15.0897,6341.2,1.69,4.08,0.6011990836886081
2641,CANDIDATE,11.2237372,3.3719302,11270.3887544,11270.3887544,9.5654941,5136.0,0.903365,4.47,1.202349903638887
2642,CANDIDATE,8.7234738,2.598,10750.0,10750.0,10.5545,5522.0,1.0,4.42,0.6052426990694398
2643,CANDIDATE,2.8372178,4.822,4060.0,4060.0,14.7827,5604.0,2.24,3.73,0.950420412033144
2644,CANDIDATE,4.3618031,4.9,3130.0,3130.0,12.1596,6126.0,2.21,3.81,0.6690215416670993
2645,CANDIDATE,3.9415006,2.177,8940.0,8940.0,12.3165,6011.0,1.3,4.26,0.8544764470879616
2646,CANDIDATE,0.422425,0.68,4090.0,4090.0,8.6772,5269.0,1.18,4.25,1.0929272207575984
2647,CANDIDATE,17.0298529,2.65,15940.0,15940.0,12.0922,5022.0,0.92,4.43,0.300133538515792
2648,CANDIDATE,32.6012979,4.366,4490.0,4490.0,9.18821,6067.8,1.35,4.23,0.0311105818910803
2649,CANDIDATE,3.1726875,2.05,18990.0,18990.0,11.911,5056.0,0.87,4.48,0.668715207168552
2650,CANDIDATE,16.56308,2.317,14010.0,14010.0,30.0184,6177.0,1.35,4.25,0.7139301791542132
2651,CANDIDATE,4.6288384,6.264,5380.0,5380.0,17.2704,5978.9,2.22,3.89,-1.6766491073033805
2652,CANDIDATE,11.4483792,4.824,6660.0,6660.0,10.4552,6175.0,1.28,4.29,0.8604193363597888
2653,CANDIDATE,6.3885628,1.726,4410.0,4410.0,7.62451,5474.0,1.03,4.4,0.8032573189307627
2654,CANDIDATE,3.6515704,1.925,5830.0,5830.0,12.4868,6353.0,1.59,4.13,0.3112841142629335
2658,CANDIDATE,2.6566986,3.865,10670.0,10670.0,17.7901,6823.0,1.67,4.16,0.6228875661857955
2659,CANDIDATE,4.040003,1.0528611,1577.506576,1577.506576,6.8572283,5692.2,1.48298,4.1,-0.2202675076172755
2660,CANDIDATE,3.2404614,1.642,15130.0,15130.0,18.8972,5823.0,1.35,4.2,1.0795710366209132
2661,CANDIDATE,8.7520247,3.602,17410.0,17410.0,12.7543,5666.0,0.94,4.5,0.8095678096008475
2663,CANDIDATE,4.0358074,2.667,11250.0,11250.0,17.8847,6599.0,1.56,4.19,0.920093296676908
2664,CANDIDATE,3.8795023,3.647,12260.0,12260.0,14.0735,6048.0,1.26,4.29,0.2471376702670165
2665,CANDIDATE,2.7812908,3.208,11930.0,11930.0,18.2165,7560.0,1.63,4.26,0.4257306829204059
2666,CANDIDATE,4.3205081,2.51,13290.0,13290.0,14.5156,7627.0,1.23,4.51,0.67882424562063
2667,CANDIDATE,3.3626798,3.771,11000.0,11000.0,14.2118,6165.0,1.39,4.22,1.1334246414656228
2668,CANDIDATE,1.82856,2.961,17750.0,17750.0,20.4999,6078.0,1.53,4.13,0.4683111782185563
2669,CANDIDATE,2.1970052,2.966,7470.0,7470.0,12.6118,5636.0,1.47,4.1,1.144942818611022
2670,CANDIDATE,0.4947938,0.9449038,2913.5611564,2913.5611564,8.7665514,5879.0,1.5121,4.11,0.4200328612474163
2672,CANDIDATE,1.4466788,1.529,4410.0,4410.0,12.978,5881.0,1.81,3.95,0.8032573189307627
2673,CANDIDATE,5.1890769,5.011,6810.0,6810.0,15.2719,6195.0,1.81,4.0,-0.0013608749549899
2674,CANDIDATE,11.8413467,2.865,770.0,770.0,2.20757,4554.0,0.77,4.52,-1.1920830708104384
2675,CANDIDATE,6.0379203,2.297,469.0,469.0,1.49811,4554.0,0.77,4.52,-1.1920830708104384
2676,CANDIDATE,2.217782,1.421,15050.0,15050.0,10.4759,4841.0,0.81,4.52,-0.0472497828374558
2677,CANDIDATE,16.0085751,4.452,14340.0,14340.0,19.3218,5992.0,1.08,4.34939,-0.8440258135603846
2678,CANDIDATE,6.9625419,4.564,1030.0,1030.0,2.97636,5727.0,0.95,4.5,0.1317720981139006
2679,CANDIDATE,3.7833369,3.386,11530.0,11530.0,13.3743,5266.0,1.23,4.21,0.0947668906893219
2681,CANDIDATE,9.1317488,2.448,35470.0,35470.0,14.7541,5198.2,0.75,4.63,0.6293818575550099
2682,CANDIDATE,2.4038651,3.549,32410.0,32410.0,22.3961,5961.0,1.21,,0.196408677307494
2683,CANDIDATE,9.2224171,5.296858,3109.7617072,3109.7617072,15.6527771,6332.0,2.5926199,3.7075,-1.9074966587190605
2684,CANDIDATE,8.159487,4.3972747,757.1865282,757.1865282,3.3709444,5860.0,1.2115099,4.29672,-1.7528590038521117
2685,CANDIDATE,7.748612,1.3743369,5124.9808086,5124.9808086,2.2168828,3230.0,0.307821,4.91717,0.4479705675149793
2686,CANDIDATE,8.4130034,2.5601309,490.4350481,490.4350481,4.3741604,6529.0,1.92409,3.99995,-1.7337437311427264
2687,CANDIDATE,1.5505494,1.356,1576.0,1576.0,8.21753,,2.02,,-0.7520641970963234
2689,CANDIDATE,4.8768783,4.024,3800.0,3800.0,4.71563,4562.0,0.75,4.54562,0.296334990733799
2690,CANDIDATE,4.5992844,8.1684205,3654.1353754,3654.1353754,19.0560523,5695.0,3.1233001,3.45316,-0.0252549658417211
2691,CANDIDATE,2.5130547,1.796,5050.0,5050.0,8.55709,5635.0,0.85,4.41,0.5034783786518479
2692,CANDIDATE,7.3436151,3.8475431,1314.7094959,1314.7094959,3.996537,5406.0,1.0980901,4.32992,-0.4497120470296062
2693,CANDIDATE,,7.9079384,8094.9889377,8094.9889377,10.6445904,5406.0,1.0980901,4.32992,-0.4497120470296062
2694,CANDIDATE,15.3502505,2.87,26220.0,26220.0,19.2152,5782.5,1.0,3.92,-0.5039332532725735
2695,CANDIDATE,3.4468018,1.059593,3745.6837264,3745.6837264,9.8310336,7853.0,1.5443701,4.33241,-0.0567461522924395
2696,CANDIDATE,1.1882549,2.4231243,2971.3418778,2971.3418778,12.1227001,8405.0,1.78789,4.25145,-0.7910912122113174
2698,CANDIDATE,2.9151556,2.004,2910.0,2910.0,7.4578,6220.0,1.34,,-0.3839113967415304
2699,CANDIDATE,4.4961387,3.5068675,10767.3313678,10767.3313678,12.7988183,5554.0,1.18466,4.28,0.795598956467066
2703,CANDIDATE,2.8724894,2.772,13480.0,13480.0,13.1718,5752.0,1.1,4.37,0.7325553166659209
2704,CANDIDATE,1.0848133,1.074,14120.0,14120.0,12.3151,4670.0,0.99,4.32,1.15799266824916
2705,CANDIDATE,2.9817237,2.919,4970.0,4970.0,15.4413,7717.5,2.14,,0.5736289788193026
2706,CANDIDATE,1.5039495,1.857,25120.0,25120.0,17.3816,5623.0,0.95,4.54,0.8157557664715147
2707,CANDIDATE,3.0415724,3.602,6090.0,6090.0,10.3727,5814.1,1.3,,0.3794129067399729
2708,CANDIDATE,2.501531,1.887,2980.0,2980.0,20.1829,5823.0,1.58,4.06,-0.2050120495895928
2709,CANDIDATE,3.3687307,2.645,13270.0,13270.0,13.6378,5727.0,1.18,4.3,1.1547455225645529
2710,CANDIDATE,2.9661661,2.068,19190.0,19190.0,16.476,5436.0,1.17,,1.064621913091779
2711,CANDIDATE,3.500869,3.84,6230.0,6230.0,13.3258,5870.0,1.69,4.01,0.3086496375754228
2712,CANDIDATE,11.6235,2.783,44708.7,44708.7,20.7208,5518.0,0.89,4.34,-0.3368584177645832
2713,CANDIDATE,3.0086349,3.034,8530.0,8530.0,13.7329,5984.0,1.46,4.15,1.0967257685395917
2714,CANDIDATE,3.3412415,1.938,12360.0,12360.0,10.2542,5285.0,0.9,4.48,0.8245169331299821
